datetime,Global_active_power,day_of_week,month,is_weekend,lag_1,lag_7,rolling_7
2007-11-14,34.13323333333333,2,11,0,36.90663333333334,30.745966666666668,34.253123809523814
2007-11-15,24.866466666666668,3,11,0,34.13323333333333,25.017666666666667,34.73701904761905
2007-11-16,38.4959,4,11,0,24.866466666666668,36.1871,34.71541904761905
2007-11-17,43.50156666666667,5,11,1,38.4959,43.526666666666664,35.04524761904762
2007-11-18,36.39763333333334,6,11,1,43.50156666666667,31.452066666666667,35.0416619047619
2007-11-19,28.727566666666668,0,11,0,36.39763333333334,35.93576666666667,35.74817142857143
2007-11-20,34.930933333333336,1,11,0,28.727566666666668,36.90663333333334,34.71842857142857
2007-11-21,29.197266666666668,2,11,0,34.930933333333336,34.13323333333333,34.43618571428571
2007-11-22,32.2063,3,11,0,29.197266666666668,24.866466666666668,33.73104761904762
2007-11-23,42.04363333333333,4,11,0,32.2063,38.4959,34.77959523809524
2007-11-24,31.6509,5,11,1,42.04363333333333,43.50156666666667,35.28641428571429
2007-11-25,23.259966666666667,6,11,1,31.6509,36.39763333333334,33.5934619047619
2007-11-26,26.16193333333333,0,11,0,23.259966666666667,28.727566666666668,31.716652380952382
2007-11-27,46.68353333333334,1,11,0,26.16193333333333,34.930933333333336,31.350133333333332
2007-11-28,27.415666666666667,2,11,0,46.68353333333334,29.197266666666668,33.02907619047619
2007-11-29,28.653833333333335,3,11,0,27.415666666666667,32.2063,32.7745619047619
2007-11-30,38.86213333333333,4,11,0,28.653833333333335,42.04363333333333,32.267066666666665
2007-12-01,52.24903333333334,5,12,1,38.86213333333333,31.6509,31.81256666666667
2007-12-02,49.10313333333333,6,12,1,52.24903333333334,23.259966666666667,34.75515714285714
2007-12-03,29.367666666666665,0,12,0,49.10313333333333,26.16193333333333,38.4470380952381
2007-12-04,34.4606,1,12,0,29.367666666666665,46.68353333333334,38.904999999999994
2007-12-05,35.88533333333333,2,12,0,34.4606,27.415666666666667,37.15886666666666
2007-12-06,41.46556666666667,3,12,0,35.88533333333333,28.653833333333335,38.36881904761905
2007-12-07,29.483600000000003,4,12,0,41.46556666666667,38.86213333333333,40.19906666666667
2007-12-08,36.89006666666667,5,12,1,29.483600000000003,52.24903333333334,38.85927619047619
2007-12-09,37.90973333333333,6,12,1,36.89006666666667,49.10313333333333,36.66513809523809
2007-12-10,29.312566666666665,0,12,0,37.90973333333333,29.367666666666665,35.06608095238095
2007-12-11,38.4184,1,12,0,29.312566666666665,34.4606,35.05820952380952
2007-12-12,26.467699999999997,2,12,0,38.4184,35.88533333333333,35.62360952380952
2007-12-13,30.79576666666667,3,12,0,26.467699999999997,41.46556666666667,34.27823333333334
2007-12-14,32.913466666666665,4,12,0,30.79576666666667,29.483600000000003,32.75397619047619
2007-12-15,45.6146,5,12,1,32.913466666666665,36.89006666666667,33.24395714285714
2007-12-16,46.036966666666665,6,12,1,45.6146,37.90973333333333,34.490319047619046
2007-12-17,29.9511,0,12,0,46.036966666666665,29.312566666666665,35.65135238095238
2007-12-18,43.7199,1,12,0,29.9511,38.4184,35.742571428571424
2007-12-19,36.60086666666667,2,12,0,43.7199,26.467699999999997,36.499928571428576
2007-12-20,32.49596666666667,3,12,0,36.60086666666667,30.79576666666667,37.94752380952381
2007-12-21,33.04293333333333,4,12,0,32.49596666666667,32.913466666666665,38.19040952380953
2007-12-22,43.52106666666667,5,12,1,33.04293333333333,45.6146,38.20890476190476
2007-12-23,40.1508,6,12,1,43.52106666666667,46.036966666666665,37.90982857142858
2007-12-24,37.6308,0,12,0,40.1508,29.9511,37.06894761904762
2007-12-25,44.91613333333333,1,12,0,37.6308,43.7199,38.16604761904762
2007-12-26,43.00466666666667,2,12,0,44.91613333333333,36.60086666666667,38.3369380952381
2007-12-27,42.2033,3,12,0,43.00466666666667,32.49596666666667,39.25176666666666
2007-12-28,51.8842,4,12,0,42.2033,33.04293333333333,40.63852857142857
2007-12-29,54.982600000000005,5,12,1,51.8842,43.52106666666667,43.3301380952381
2007-12-30,42.6486,6,12,1,54.982600000000005,40.1508,44.967499999999994
2007-12-31,36.942366666666665,0,12,0,42.6486,37.6308,45.32432857142857
2008-01-01,45.99563333333333,1,1,0,36.942366666666665,44.91613333333333,45.22598095238096
2008-01-02,27.401766666666667,2,1,0,45.99563333333333,43.00466666666667,45.38019523809525
2008-01-03,25.168466666666667,3,1,0,27.401766666666667,42.2033,43.15120952380952
2008-01-04,38.19753333333333,4,1,0,25.168466666666667,51.8842,40.717661904761904
2008-01-05,36.38746666666667,5,1,1,38.19753333333333,54.982600000000005,38.76242380952381
2008-01-06,30.419733333333333,6,1,1,36.38746666666667,42.6486,36.10597619047619
2008-01-07,28.26356666666667,0,1,0,30.419733333333333,36.942366666666665,34.35899523809524
2008-01-08,34.05916666666666,1,1,0,28.26356666666667,45.99563333333333,33.119166666666665
2008-01-09,29.807333333333336,2,1,0,34.05916666666666,27.401766666666667,31.413957142857146
2008-01-10,31.567933333333333,3,1,0,29.807333333333336,25.168466666666667,31.757609523809524
2008-01-11,28.4303,4,1,0,31.567933333333333,38.19753333333333,32.67181904761905
2008-01-12,47.8568,5,1,1,28.4303,36.38746666666667,31.2765
2008-01-13,48.0276,6,1,1,47.8568,30.419733333333333,32.91497619047619
2008-01-14,33.748866666666665,0,1,0,48.0276,28.26356666666667,35.43038571428571
2008-01-15,44.781866666666666,1,1,0,33.748866666666665,34.05916666666666,36.214
2008-01-16,35.59753333333333,2,1,0,44.781866666666666,29.807333333333336,37.74581428571428
2008-01-17,26.2047,3,1,0,35.59753333333333,31.567933333333333,38.572985714285714
2008-01-18,36.449799999999996,4,1,0,26.2047,28.4303,37.80680952380953
2008-01-19,33.0051,5,1,1,36.449799999999996,47.8568,38.95245238095237
2008-01-20,29.00613333333333,6,1,1,33.0051,48.0276,36.830780952380955
2008-01-21,30.9833,0,1,0,29.00613333333333,33.748866666666665,34.11342857142857
2008-01-22,38.7503,1,1,0,30.9833,44.781866666666666,33.71834761904761
2008-01-23,31.3718,2,1,0,38.7503,35.59753333333333,32.856695238095234
2008-01-24,27.417033333333332,3,1,0,31.3718,26.2047,32.25301904761905
2008-01-25,37.330933333333334,4,1,0,27.417033333333332,36.449799999999996,32.426209523809526
2008-01-26,47.2498,5,1,1,37.330933333333334,33.0051,32.55208571428572
2008-01-27,39.6961,6,1,1,47.2498,29.00613333333333,34.587042857142855
2008-01-28,38.46993333333333,0,1,0,39.6961,30.9833,36.11418095238095
2008-01-29,44.6004,1,1,0,38.46993333333333,38.7503,37.1837
2008-01-30,27.3441,2,1,0,44.6004,31.3718,38.01942857142857
2008-01-31,32.56536666666667,3,1,0,27.3441,27.417033333333332,37.444042857142854
2008-02-01,25.577533333333335,4,2,0,32.56536666666667,37.330933333333334,38.179519047619046
2008-02-02,48.9339,5,2,1,25.577533333333335,47.2498,36.500461904761906
2008-02-03,34.7428,6,2,1,48.9339,39.6961,36.74104761904762
2008-02-04,27.13563333333333,0,2,0,34.7428,38.46993333333333,36.033433333333335
2008-02-05,41.2076,1,2,0,27.13563333333333,44.6004,34.41424761904762
2008-02-06,27.825666666666667,2,2,0,41.2076,27.3441,33.929561904761904
2008-02-07,25.305166666666665,3,2,0,27.825666666666667,32.56536666666667,33.998357142857145
2008-02-08,32.5094,4,2,0,25.305166666666665,25.577533333333335,32.96118571428571
2008-02-09,35.03793333333333,5,2,1,32.5094,48.9339,33.95145238095238
2008-02-10,36.411899999999996,6,2,1,35.03793333333333,34.7428,31.966314285714283
2008-02-11,28.200266666666668,0,2,0,36.411899999999996,27.13563333333333,32.20475714285714
2008-02-12,33.12996666666667,1,2,0,28.200266666666668,41.2076,32.35684761904762
2008-02-13,31.674966666666666,2,2,0,33.12996666666667,27.825666666666667,31.2029
2008-02-14,26.7437,3,2,0,31.674966666666666,25.305166666666665,31.7528
2008-02-15,33.42013333333333,4,2,0,26.7437,32.5094,31.958304761904763
2008-02-16,39.1158,5,2,1,33.42013333333333,35.03793333333333,32.088409523809524
2008-02-17,32.2228,6,2,1,39.1158,36.411899999999996,32.6709619047619
2008-02-18,25.240066666666667,0,2,0,32.2228,28.200266666666668,32.072519047619046
2008-02-19,35.448600000000006,1,2,0,25.240066666666667,33.12996666666667,31.64963333333333
2008-02-20,37.56316666666667,2,2,0,35.448600000000006,31.674966666666666,31.980866666666664
2008-02-21,27.230833333333333,3,2,0,37.56316666666667,26.7437,32.82203809523809
2008-02-22,28.876066666666667,4,2,0,27.230833333333333,33.42013333333333,32.89162857142857
2008-02-23,30.566166666666668,5,2,1,28.876066666666667,39.1158,32.24247619047619
2008-02-24,21.050133333333335,6,2,1,30.566166666666668,32.2228,31.0211
2008-02-25,8.408133333333334,0,2,0,21.050133333333335,25.240066666666667,29.425004761904763
2008-02-26,8.452,1,2,0,8.408133333333334,35.448600000000006,27.020442857142857
2008-02-27,9.445333333333334,2,2,0,8.452,37.56316666666667,23.163785714285716
2008-02-28,8.4864,3,2,0,9.445333333333334,27.230833333333333,19.146952380952378
2008-02-29,22.222466666666666,4,2,0,8.4864,28.876066666666667,16.46917619047619
2008-03-01,19.031266666666667,5,3,1,22.222466666666666,30.566166666666668,15.518661904761904
2008-03-02,19.370433333333335,6,3,1,19.031266666666667,21.050133333333335,13.87081904761905
2008-03-03,17.342499999999998,0,3,0,19.370433333333335,8.408133333333334,13.630861904761904
2008-03-04,27.8165,1,3,0,17.342499999999998,8.452,14.9072
2008-03-05,33.95346666666667,2,3,0,27.8165,9.445333333333334,17.673557142857142
2008-03-06,41.72013333333334,3,3,0,33.95346666666667,8.4864,21.174719047619046
2008-03-07,31.049266666666664,4,3,0,41.72013333333334,22.222466666666666,25.92239523809524
2008-03-08,37.477666666666664,5,3,1,31.049266666666664,19.031266666666667,27.183366666666668
2008-03-09,26.007633333333334,6,3,1,37.477666666666664,19.370433333333335,29.81856666666667
2008-03-10,26.978099999999998,0,3,0,26.007633333333334,17.342499999999998,30.766738095238093
2008-03-11,36.667366666666666,1,3,0,26.978099999999998,27.8165,32.14325238095238
2008-03-12,29.570533333333334,2,3,0,36.667366666666666,33.95346666666667,33.4076619047619
2008-03-13,27.92523333333333,3,3,0,29.570533333333334,41.72013333333334,32.781528571428574
2008-03-14,36.836999999999996,4,3,0,27.92523333333333,31.049266666666664,30.81082857142857
2008-03-15,26.271666666666665,5,3,1,36.836999999999996,37.477666666666664,31.637647619047616
2008-03-16,30.032666666666668,6,3,1,26.271666666666665,26.007633333333334,30.036790476190475
2008-03-17,28.448633333333337,0,3,0,30.032666666666668,26.978099999999998,30.611795238095233
2008-03-18,31.959433333333333,1,3,0,28.448633333333337,36.667366666666666,30.821871428571427
2008-03-19,21.807466666666667,2,3,0,31.959433333333333,29.570533333333334,30.149309523809524
2008-03-20,20.887900000000002,3,3,0,21.807466666666667,27.92523333333333,29.0403
2008-03-21,34.4407,4,3,0,20.887900000000002,36.836999999999996,28.034966666666666
2008-03-22,34.22526666666667,5,3,1,34.4407,26.271666666666665,27.692638095238095
2008-03-23,38.76649999999999,6,3,1,34.22526666666667,30.032666666666668,28.828866666666666
2008-03-24,32.91113333333333,0,3,0,38.76649999999999,28.448633333333337,30.076557142857148
2008-03-25,33.5976,1,3,0,32.91113333333333,31.959433333333333,30.71405714285714
2008-03-26,27.224533333333333,2,3,0,33.5976,21.807466666666667,30.948080952380952
2008-03-27,22.847033333333336,3,3,0,27.224533333333333,20.887900000000002,31.72194761904762
2008-03-28,31.423733333333335,4,3,0,22.847033333333336,34.4407,32.001823809523806
2008-03-29,41.185833333333335,5,3,1,31.423733333333335,34.22526666666667,31.57082857142857
2008-03-30,35.773199999999996,6,3,1,41.185833333333335,38.76649999999999,32.565195238095235
2008-03-31,22.9595,0,3,0,35.773199999999996,32.91113333333333,32.13758095238095
2008-04-01,35.4842,1,4,0,22.9595,33.5976,30.71591904761905
2008-04-02,28.194533333333332,2,4,0,35.4842,27.224533333333333,30.985433333333333
2008-04-03,18.8126,3,4,0,28.194533333333332,22.847033333333336,31.12400476190476
2008-04-04,27.19863333333333,4,4,0,18.8126,31.423733333333335,30.54765714285714
2008-04-05,32.84603333333333,5,4,1,27.19863333333333,41.185833333333335,29.944071428571426
2008-04-06,28.271966666666668,6,4,1,32.84603333333333,35.773199999999996,28.75267142857143
2008-04-07,25.647299999999998,0,4,0,28.271966666666668,22.9595,27.681066666666663
2008-04-08,44.29193333333333,1,4,0,25.647299999999998,35.4842,28.065038095238094
2008-04-09,20.314200000000003,2,4,0,44.29193333333333,28.194533333333332,29.323285714285714
2008-04-10,24.6291,3,4,0,20.314200000000003,18.8126,28.19752380952381
2008-04-11,31.2944,4,4,0,24.6291,27.19863333333333,29.02845238095238
2008-04-12,46.666900000000005,5,4,1,31.2944,32.84603333333333,29.613561904761905
2008-04-13,37.216433333333335,6,4,1,46.666900000000005,28.271966666666668,31.58797142857143
2008-04-14,26.493033333333333,0,4,0,37.216433333333335,25.647299999999998,32.86575238095238
2008-04-15,27.8401,1,4,0,26.493033333333333,44.29193333333333,32.98657142857143
2008-04-16,24.817733333333333,2,4,0,27.8401,20.314200000000003,30.636309523809526
2008-04-17,23.264366666666668,3,4,0,24.817733333333333,24.6291,31.27967142857143
2008-04-18,31.039833333333334,4,4,0,23.264366666666668,31.2944,31.084709523809526
2008-04-19,37.56183333333333,5,4,1,31.039833333333334,46.666900000000005,31.048342857142853
2008-04-20,29.856966666666665,6,4,1,37.56183333333333,37.216433333333335,29.747619047619047
2008-04-21,19.4026,0,4,0,29.856966666666665,26.493033333333333,28.696266666666666
2008-04-22,27.12793333333333,1,4,0,19.4026,27.8401,27.68334761904762
2008-04-23,22.622133333333334,2,4,0,27.12793333333333,24.817733333333333,27.581609523809522
2008-04-24,17.3962,3,4,0,22.622133333333334,23.264366666666668,27.26795238095238
2008-04-25,21.128899999999998,4,4,0,17.3962,31.039833333333334,26.429642857142856
2008-04-26,15.052766666666667,5,4,1,21.128899999999998,37.56183333333333,25.013795238095238
2008-04-27,16.804,6,4,1,15.052766666666667,29.856966666666665,21.798214285714288
2008-04-28,10.9842,0,4,0,16.804,19.4026,19.933504761904764
2008-04-29,32.876933333333334,1,4,0,10.9842,27.12793333333333,18.730876190476188
2008-04-30,18.362099999999998,2,4,0,32.876933333333334,22.622133333333334,19.552161904761906
2008-05-01,9.600233333333334,3,5,0,18.362099999999998,17.3962,18.943585714285714
2008-05-02,24.9628,4,5,0,9.600233333333334,21.128899999999998,17.82987619047619
2008-05-03,21.493333333333332,5,5,1,24.9628,15.052766666666667,18.37757619047619
2008-05-04,24.516166666666667,6,5,1,21.493333333333332,16.804,19.29765714285714
2008-05-05,22.7822,0,5,0,24.516166666666667,10.9842,20.399395238095234
2008-05-06,29.833000000000002,1,5,0,22.7822,32.876933333333334,22.08482380952381
2008-05-07,19.6044,2,5,0,29.833000000000002,18.362099999999998,21.649976190476192
2008-05-08,35.278299999999994,3,5,0,19.6044,9.600233333333334,21.82744761904762
2008-05-09,29.121199999999998,4,5,0,35.278299999999994,24.9628,25.495742857142854
2008-05-10,31.8188,5,5,1,29.121199999999998,21.493333333333332,26.089799999999997
2008-05-11,26.848666666666666,6,5,1,31.8188,24.516166666666667,27.564866666666667
2008-05-12,25.403399999999998,0,5,0,26.848666666666666,22.7822,27.89808095238095
2008-05-13,24.6149,1,5,0,25.403399999999998,29.833000000000002,28.272538095238094
2008-05-14,26.404366666666665,2,5,0,24.6149,19.6044,27.527095238095235
2008-05-15,19.379466666666666,3,5,0,26.404366666666665,35.278299999999994,28.498519047619045
2008-05-16,27.467166666666667,4,5,0,19.379466666666666,29.121199999999998,26.227257142857137
2008-05-17,27.624233333333333,5,5,1,27.467166666666667,31.8188,25.99096666666666
2008-05-18,30.065966666666668,6,5,1,27.624233333333333,26.848666666666666,25.39174285714285
2008-05-19,17.171033333333334,0,5,0,30.065966666666668,25.403399999999998,25.851357142857143
2008-05-20,26.355566666666668,1,5,0,17.171033333333334,24.6149,24.675304761904762
2008-05-21,22.068533333333335,2,5,0,26.355566666666668,26.404366666666665,24.923971428571427
2008-05-22,16.281133333333333,3,5,0,22.068533333333335,19.379466666666666,24.304566666666666
2008-05-23,24.7486,4,5,0,16.281133333333333,27.467166666666667,23.86194761904762
2008-05-24,26.336266666666667,5,5,1,24.7486,27.624233333333333,23.473580952380953
2008-05-25,34.141733333333335,6,5,1,26.336266666666667,30.065966666666668,23.289585714285717
2008-05-26,21.495166666666666,0,5,0,34.141733333333335,17.171033333333334,23.871838095238097
2008-05-27,28.478333333333335,1,5,0,21.495166666666666,26.355566666666668,24.489571428571427
2008-05-28,18.572866666666666,2,5,0,28.478333333333335,22.068533333333335,24.792823809523814
2008-05-29,18.917933333333334,3,5,0,18.572866666666666,16.281133333333333,24.293442857142857
2008-05-30,23.287399999999998,4,5,0,18.917933333333334,24.7486,24.67012857142857
2008-05-31,27.357833333333335,5,5,1,23.287399999999998,26.336266666666667,24.46138571428571
2008-06-01,30.8146,6,6,1,27.357833333333335,34.141733333333335,24.607323809523812
2008-06-02,17.900199999999998,0,6,0,30.8146,21.495166666666666,24.132019047619046
2008-06-03,26.630266666666667,1,6,0,17.900199999999998,28.478333333333335,23.618452380952384
2008-06-04,26.48186666666667,2,6,0,26.630266666666667,18.572866666666666,23.35444285714286
2008-06-05,18.667966666666665,3,6,0,26.48186666666667,18.917933333333334,24.4843
2008-06-06,20.295233333333332,4,6,0,18.667966666666665,23.287399999999998,24.448590476190475
2008-06-07,31.37473333333333,5,6,1,20.295233333333332,27.357833333333335,24.021138095238097
2008-06-08,25.705366666666666,6,6,1,31.37473333333333,30.8146,24.59498095238095
2008-06-09,22.094966666666668,0,6,0,25.705366666666666,17.900199999999998,23.865090476190478
2008-06-10,17.78483333333333,1,6,0,22.094966666666668,26.630266666666667,24.464342857142857
2008-06-11,18.7201,2,6,0,17.78483333333333,26.48186666666667,23.200709523809525
2008-06-12,20.98886666666667,3,6,0,18.7201,18.667966666666665,22.091885714285713
2008-06-13,31.238,4,6,0,20.98886666666667,20.295233333333332,22.423442857142856
2008-06-14,23.082,5,6,1,31.238,31.37473333333333,23.986695238095233
2008-06-15,38.1517,6,6,1,23.082,25.705366666666666,22.802019047619048
2008-06-16,21.7174,0,6,0,38.1517,22.094966666666668,24.58006666666667
2008-06-17,19.084733333333336,1,6,0,21.7174,17.78483333333333,24.526128571428575
2008-06-18,31.560133333333333,2,6,0,19.084733333333336,18.7201,24.711828571428576
2008-06-19,26.46803333333333,3,6,0,31.560133333333333,20.98886666666667,26.546119047619047
2008-06-20,27.935066666666668,4,6,0,26.46803333333333,31.238,27.328857142857146
2008-06-21,28.90423333333333,5,6,1,27.935066666666668,23.082,26.857009523809527
2008-06-22,26.106933333333334,6,6,1,28.90423333333333,38.1517,27.68875714285714
2008-06-23,20.863266666666668,0,6,0,26.106933333333334,21.7174,25.968076190476193
2008-06-24,29.240866666666665,1,6,0,20.863266666666668,19.084733333333336,25.84605714285714
2008-06-25,21.0295,2,6,0,29.240866666666665,31.560133333333333,27.29693333333333
2008-06-26,17.60033333333333,3,6,0,21.0295,26.46803333333333,25.792557142857138
2008-06-27,29.252533333333336,4,6,0,17.60033333333333,27.935066666666668,24.525742857142856
2008-06-28,20.146666666666665,5,6,1,29.252533333333336,28.90423333333333,24.713952380952378
2008-06-29,12.4892,6,6,1,20.146666666666665,26.106933333333334,23.46287142857143
2008-06-30,13.403266666666667,0,6,0,12.4892,20.863266666666668,21.517480952380954
2008-07-01,20.254,1,7,0,13.403266666666667,29.240866666666665,20.451766666666668
2008-07-02,19.120033333333332,2,7,0,20.254,21.0295,19.167928571428572
2008-07-03,18.305999999999997,3,7,0,19.120033333333332,17.60033333333333,18.895147619047616
2008-07-04,15.700333333333333,4,7,0,18.305999999999997,29.252533333333336,18.995957142857144
2008-07-05,24.4848,5,7,1,15.700333333333333,20.146666666666665,17.05992857142857
2008-07-06,30.084400000000002,6,7,1,24.4848,12.4892,17.679661904761904
2008-07-07,16.389833333333332,0,7,0,30.084400000000002,13.403266666666667,20.193261904761904
2008-07-08,18.770233333333334,1,7,0,16.389833333333332,20.254,20.619914285714287
2008-07-09,15.321966666666667,2,7,0,18.770233333333334,19.120033333333332,20.407947619047615
2008-07-10,20.8546,3,7,0,15.321966666666667,18.305999999999997,19.865366666666667
2008-07-11,20.903599999999997,4,7,0,20.8546,15.700333333333333,20.22945238095238
2008-07-12,22.147533333333335,5,7,1,20.903599999999997,24.4848,20.972776190476193
2008-07-13,20.895899999999997,6,7,1,22.147533333333335,30.084400000000002,20.638880952380955
2008-07-14,18.965433333333333,0,7,0,20.895899999999997,16.389833333333332,19.326238095238093
2008-07-15,19.264333333333333,1,7,0,18.965433333333333,18.770233333333334,19.69418095238095
2008-07-16,17.95103333333333,2,7,0,19.264333333333333,15.321966666666667,19.764766666666667
2008-07-17,21.985366666666668,3,7,0,17.95103333333333,20.8546,20.140347619047617
2008-07-18,21.026400000000002,4,7,0,21.985366666666668,20.903599999999997,20.30188571428571
2008-07-19,22.400233333333333,5,7,1,21.026400000000002,22.147533333333335,20.319428571428574
2008-07-20,15.692233333333332,6,7,1,22.400233333333333,20.895899999999997,20.35552857142857
2008-07-21,19.274633333333334,0,7,0,15.692233333333332,18.965433333333333,19.61214761904762
2008-07-22,12.337366666666666,1,7,0,19.274633333333334,19.264333333333333,19.656319047619046
2008-07-23,15.7105,2,7,0,12.337366666666666,17.95103333333333,18.66675238095238
2008-07-24,18.22416666666667,3,7,0,15.7105,21.985366666666668,18.34667619047619
2008-07-25,14.425566666666667,4,7,0,18.22416666666667,21.026400000000002,17.809361904761904
2008-07-26,13.594733333333332,5,7,1,14.425566666666667,22.400233333333333,16.866385714285716
2008-07-27,19.123266666666666,6,7,1,13.594733333333332,15.692233333333332,15.608457142857143
2008-07-28,13.763399999999999,0,7,0,19.123266666666666,19.274633333333334,16.098604761904763
2008-07-29,19.442633333333333,1,7,0,13.763399999999999,12.337366666666666,15.311285714285715
2008-07-30,21.665133333333333,2,7,0,19.442633333333333,15.7105,16.32632380952381
2008-07-31,23.21063333333333,3,7,0,21.665133333333333,18.22416666666667,17.176985714285713
2008-08-01,12.326266666666667,4,8,0,23.21063333333333,14.425566666666667,17.889338095238095
2008-08-02,8.4296,5,8,1,12.326266666666667,13.594733333333332,17.589438095238094
2008-08-03,8.413033333333333,6,8,1,8.4296,19.123266666666666,16.8515619047619
2008-08-04,18.765333333333334,0,8,0,8.413033333333333,13.763399999999999,15.321528571428571
2008-08-05,13.785300000000001,1,8,0,18.765333333333334,19.442633333333333,16.036090476190477
2008-08-06,5.4352,2,8,0,13.785300000000001,21.665133333333333,15.2279
2008-08-07,5.5814,3,8,0,5.4352,23.21063333333333,12.909338095238096
2008-08-08,5.036666666666666,4,8,0,5.5814,12.326266666666667,10.390876190476192
2008-08-09,5.982066666666666,5,8,1,5.036666666666666,8.4296,9.349504761904763
2008-08-10,5.8671999999999995,6,8,1,5.982066666666666,8.413033333333333,8.999857142857143
2008-08-11,6.1986,0,8,0,5.8671999999999995,18.765333333333334,8.636166666666666
2008-08-12,4.8164,1,8,0,6.1986,13.785300000000001,6.840919047619047
2008-08-13,4.709733333333333,2,8,0,4.8164,5.4352,5.5596476190476185
2008-08-14,4.5043,3,8,0,4.709733333333333,5.5814,5.456009523809523
2008-08-15,4.5609,4,8,0,4.5043,5.036666666666666,5.302138095238095
2008-08-16,4.580233333333334,5,8,1,4.5609,5.982066666666666,5.234171428571428
2008-08-17,4.579933333333333,6,8,1,4.580233333333334,5.8671999999999995,5.033909523809524
2008-08-18,4.562633333333333,0,8,0,4.579933333333333,6.1986,4.850014285714286
2008-08-19,4.5782,1,8,0,4.562633333333333,4.8164,4.616304761904762
2008-08-20,4.474533333333333,2,8,0,4.5782,4.709733333333333,4.582276190476191
2008-08-21,4.354966666666667,3,8,0,4.474533333333333,4.5043,4.548676190476191
2008-08-22,4.452066666666667,4,8,0,4.354966666666667,4.5609,4.527342857142857
2008-08-23,4.244033333333333,5,8,1,4.452066666666667,4.580233333333334,4.511795238095238
2008-08-24,4.245266666666667,6,8,1,4.244033333333333,4.579933333333333,4.463766666666666
2008-08-25,4.171633333333333,0,8,0,4.245266666666667,4.562633333333333,4.415957142857143
2008-08-26,4.2927333333333335,1,8,0,4.171633333333333,4.5782,4.3601
2008-08-27,4.3019,2,8,0,4.2927333333333335,4.474533333333333,4.3193190476190475
2008-08-28,4.470766666666666,3,8,0,4.3019,4.354966666666667,4.294657142857143
2008-08-29,4.4598,4,8,0,4.470766666666666,4.452066666666667,4.3112
2008-08-30,4.507066666666666,5,8,1,4.4598,4.244033333333333,4.312304761904762
2008-08-31,25.010233333333336,6,8,1,4.507066666666666,4.245266666666667,4.3498809523809525
2008-09-01,20.791833333333333,0,9,0,25.010233333333336,4.171633333333333,7.316304761904762
2008-09-02,23.069233333333333,1,9,0,20.791833333333333,4.2927333333333335,9.690619047619048
2008-09-03,23.141433333333335,2,9,0,23.069233333333333,4.3019,12.37297619047619
2008-09-04,20.420333333333335,3,9,0,23.141433333333335,4.470766666666666,15.064338095238096
2008-09-05,14.566,4,9,0,20.420333333333335,4.4598,17.34284761904762
2008-09-06,31.1429,5,9,1,14.566,4.507066666666666,18.786590476190476
2008-09-07,22.877599999999997,6,9,1,31.1429,25.010233333333336,22.591709523809527
2008-09-08,21.822066666666668,0,9,0,22.877599999999997,20.791833333333333,22.28704761904762
2008-09-09,19.327566666666666,1,9,0,21.822066666666668,23.069233333333333,22.43422380952381
2008-09-10,21.679399999999998,2,9,0,19.327566666666666,23.141433333333335,21.8997
2008-09-11,17.145233333333334,3,9,0,21.679399999999998,20.420333333333335,21.690838095238096
2008-09-12,23.212699999999998,4,9,0,17.145233333333334,14.566,21.22296666666666
2008-09-13,27.1906,5,9,1,23.212699999999998,31.1429,22.458209523809526
2008-09-14,26.272100000000002,6,9,1,27.1906,22.877599999999997,21.893595238095237
2008-09-15,28.295133333333336,0,9,0,26.272100000000002,21.822066666666668,22.37852380952381
2008-09-16,20.36436666666667,1,9,0,28.295133333333336,19.327566666666666,23.303247619047617
2008-09-17,25.32016666666667,2,9,0,20.36436666666667,21.679399999999998,23.451361904761907
2008-09-18,25.088166666666666,3,9,0,25.32016666666667,17.145233333333334,23.97147142857143
2008-09-19,25.3141,4,9,0,25.088166666666666,23.212699999999998,25.10617619047619
2008-09-20,21.743333333333332,5,9,1,25.3141,27.1906,25.40637619047619
2008-09-21,25.551166666666667,6,9,1,21.743333333333332,26.272100000000002,24.628195238095238
2008-09-22,22.642733333333336,0,9,0,25.551166666666667,28.295133333333336,24.525204761904764
2008-09-23,20.546466666666667,1,9,0,22.642733333333336,20.36436666666667,23.717719047619052
2008-09-24,28.639166666666664,2,9,0,20.546466666666667,25.32016666666667,23.74373333333333
2008-09-25,18.853666666666665,3,9,0,28.639166666666664,25.088166666666666,24.217876190476193
2008-09-26,23.8575,4,9,0,18.853666666666665,25.3141,23.327233333333336
2008-09-27,35.457433333333334,5,9,1,23.8575,21.743333333333332,23.11914761904762
2008-09-28,28.851733333333335,6,9,1,35.457433333333334,25.551166666666667,25.078304761904764
2008-09-29,25.02896666666667,0,9,0,28.851733333333335,22.642733333333336,25.549814285714287
2008-09-30,22.916766666666668,1,9,0,25.02896666666667,20.546466666666667,25.89070476190476
2008-10-01,31.20606666666667,2,10,0,22.916766666666668,28.639166666666664,26.229319047619047
2008-10-02,22.42236666666667,3,10,0,31.20606666666667,18.853666666666665,26.59601904761905
2008-10-03,26.87633333333333,4,10,0,22.42236666666667,23.8575,27.105833333333333
2008-10-04,35.00826666666667,5,10,1,26.87633333333333,35.457433333333334,27.53709523809524
2008-10-05,25.8325,6,10,1,35.00826666666667,28.851733333333335,27.47292857142857
